naziv_pu,opis_delovnega_mesta_z370opis,sifra_zaposlenega_z360,mesecev,placa,polozajni_dodatek,delovna_uspesnost,dodatno_delo,dezurstvo,dodatek_mentorstvo_c030bruto,dodatek_mag_dr_c040bruto,dodatek_dvojezicnost_c050bruto,dodatek_dvojezicnost_c051bruto,dodatek_dvojezicnost_c052bruto,dodatek_ionizirajoce_sevanje_c060bruto,dodatek_citostatiki_c061bruto,dodatek_kuzni_odpadki_c062bruto,dodatek_nevarnost_c070bruto,dodatek_izmensko_delo_c080bruto,dodatek_deljeni_del_cas_c090bruto,dodatek_delo_ponoci_c100bruto,dodatek_delo_v_nedeljo_c110bruto,dodatek_dela_prost_dan_c111bruto,dodatek_dela_prost_dan_c112bruto,dodatek_delo_prek_polnega_casa_c120bruto,dodatek_stalna_pripravljenost_c130bruto,dodatek_pripravljenost_na_domu_c140bruto,dodatek_za_stalnost_c150bruto,dodatek_povecan_obseg_dela_c160bruto,dodatek_povecan_obseg_dela_c170bruto,dodatek_posebne_obremenitve_c180bruto,dodatek_neenakomerno_razporejen_delovni_cas_c190bruto,dodatek_neenakomerno_razporejen_delovni_cas_c191bruto,dodatek_specialna_enota_c200bruto,dodatek_specialna_enota_c201bruto,dodatek_za_potapljanje_c202bruto,dodatek_za_potapljanje_intervencija_c203bruto,dodatek_poucevanje_3_predmetov_c204bruto,dodatek_razrednistvo_c205bruto,dodatek_razrednistvo_c206bruto,dodatek_vrtci_c207bruto,dodatek_vrtci_c208bruto,dodatek_bolnisnicni_oddelek_c209bruto,dodatek_prilagojeni_program_c210bruto,dodatek_prilagojeni_program_c211bruto,dodatek_prilagojeni_program_c212bruto,dodatek_prilagojeni_program_c213bruto,dodatek_prilagojeni_program_c214bruto,dodatek_delo_z_osebami_z_motnjo_c215bruto,dodatek_delo_z_osebami_z_motnjo_c216bruto,dodatek_delo_z_osebami_z_motnjo_c217bruto,dodatek_delo_z_osebami_z_motnjo_c218bruto,dodatek_visina_2_4_m_c219bruto,dodatek_visina_4_20_m_c220bruto,dodatek_visina_nad_20_m_c221bruto,dodatek_globina_c222bruto,dodatek_tvegane_razmere_c223bruto,dodatek_helikopter_c224bruto,dodatek_delo_z_osebami_z_motnjo_nadzor_c225bruto,dodatek_ogled_kd_c300bruto,dodatek_omejitev_pravice_do_stavke_c320bruto,dodatek_za_dosegljivost_c321bruto,dodatek_premestljive_sile_c322bruto,dodatek_odzivne_sile_c323bruto,dodatek_usposabljanje_c324bruto,dodatek_mobilnost_c390bruto,dodatek_izgradnja_kariere_c400bruto,dodatek_poracun_c900bruto,sifra_pu,skupina_dm,sifra_delovnega_mesta_z370,leto_obdobja
AGENCIJA ZA ŠPORT NOVO MESTO,DIREKTOR JAVNEGA ZAVODA S PODROČJA ŠPORTA,6063690134732215683,12,27721.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72222,B,B017810,2013
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,DIREKTOR AGENCIJE,8615169147542659789,12,40729.96,0,17425.08,0,0,0,859.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017392,2013
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,3343121390457742786,10,28211.06,0,15935.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017398,2013
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,6889614794155957438,12,37121.1,0,10609.62,0,0,0,514.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017398,2013
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,11425770022561471175,12,36918.43,0,11330.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017398,2013
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,2174067272034438275,12,31644.57,0,8951.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017400,2013
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,6410102221407892106,12,33137.18,0,11470.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017400,2013
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,7785407774092329822,2,5820.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017400,2013
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,7806159395682553842,12,33784.67,0,2624.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017400,2013
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,8394292825489604017,12,33216.51,0,3097.89,0,0,0,517.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017400,2013
AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,POMOČNIK DIREKTORJA,12435449330935492093,12,29944.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16420,B,B017400,2013
AGENCIJA ZA ZAVAROVALNI NADZOR,DIREKTOR AGENCIJE,9683532076673464228,12,40647.28,0,2970.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16446,B,B017392,2013
AGENCIJA ZA ZAVAROVALNI NADZOR,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,5720881259388865295,12,36209.37,0,4658.66,0,0,0,493.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16446,B,B017398,2013
AGENCIJA ZA ZAVAROVALNI NADZOR,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,18173317600156753353,12,38401.72,0,1870.19,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16446,B,B017398,2013
AGENCIJA ZA ZAVAROVALNI NADZOR,POMOČNIK DIREKTORJA,3252011198759789506,12,34050.48,0,3306.62,0,0,0,528.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16446,B,B017400,2013
AKADEMSKA IN RAZISKOVALNA MREŽA SLOVENIJE,DIREKTOR JAVNEGA RAZISKOVALNEGA ZAVODA / JAVNEGA INFRASTRUKTURNEGA ZAVODA,12389349218614313103,12,35203.23,0,0,0,0,0,566.49,0,0,0,0,0,0,0,0,0,0,112.24,130.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34541,B,B017370,2013
ANDRAGOŠKI CENTER REPUBLIKE SLOVENIJE V ANGLEŠKEM JEZIKU: SLOVENIAN INSTITUTE FOR ADULT EDUCATION,DIREKTOR JAVNEGA ZAVODA,16261539105771488144,12,31143.5,0,0,0,0,0,489.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63266,B,B017390,2013
ANDRAGOŠKI ZAVOD LJUDSKA UNIVERZA VELENJE,DIREKTOR JAVNEGA ZAVODA,8946612067478966178,12,31052.69,0,2461.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71854,B,B017390,2013
ANDRAGOŠKI ZAVOD MARIBOR-LJUDSKA UNIVERZA,DIREKTOR LJUDSKE UNIVERZE,13937018369604168669,12,32400.1,0,3838.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71676,B,B017803,2013
ANTON PODBEVŠEK TEATER,DIREKTOR / RAVNATELJ GLEDALIŠČA,18414028349573642670,12,26518.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514.47,0,0,0,0,0,5580.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38407,B,B017360,2013
ARBORETUM VOLČJI POTOK,DIREKTOR JAVNEGA ZAVODA,10428318934839467254,12,33253.52,0,3220.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38016,B,B017390,2013
BELOKRANJSKI MUZEJ METLIKA,DIREKTOR MUZEJA,16886275576061400041,12,25233.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37800,B,B017362,2013
BIOTEHNIŠKA ŠOLA MARIBOR,RAVNATELJ SREDNJE ŠOLE,7291827870993706766,12,23072.43,0,1023.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70246,B,B017313,2013
BIOTEHNIŠKA ŠOLA RAKIČAN,RAVNATELJ SREDNJE ŠOLE,1126129380777661835,12,25836.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69515,B,B017313,2013
BIOTEHNIŠKI CENTER NAKLO,RAVNATELJ SREDNJE ŠOLE,15274832994132532158,12,24309.43,0,801.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69825,B,B017313,2013
BIOTEHNIŠKI CENTER NAKLO,RAVNATELJ SREDNJE ŠOLE,17395781840988705929,12,23793.17,0,0,0,0,0,483.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69825,B,B017313,2013
BIOTEHNIŠKI IZOBRAŽEVALNI CENTER LJUBLJANA,DIREKTOR ŠOLSKEGA CENTRA,9170344620420612765,12,27215.53,0,4568.8,0,0,0,506.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69990,B,B017310,2013
BIOTEHNIŠKI IZOBRAŽEVALNI CENTER LJUBLJANA,RAVNATELJ SREDNJE ŠOLE - ORGANIZACIJSKE ENOTE,7871244792831329751,12,24201.27,0,2301.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69990,B,B017314,2013
BIOTEHNIŠKI IZOBRAŽEVALNI CENTER LJUBLJANA,RAVNATELJ SREDNJE ŠOLE - ORGANIZACIJSKE ENOTE,8843312812176122050,12,23130.09,0,1892.84,0,0,0,513.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04,69990,B,B017314,2013
BIOTEHNIŠKI IZOBRAŽEVALNI CENTER LJUBLJANA,RAVNATELJ VIŠJE STROKOVNE ŠOLE - ORGANIZACIJSKE ENOTE,1857867375215679903,12,23876.96,0,3821.61,0,0,0,535.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69990,B,B017307,2013
BOLNIŠNICA SEŽANA,DIREKTOR BOLNIŠNICE,11329586674087429033,12,33029.6,0,0,6601.39,0,0,505.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27880,B,B017332,2013
BOLNIŠNICA SEŽANA,POMOČNIK DIREKTORJA,9575975306727080274,12,25436.65,0,0,14881.27,0,0,0,0,0,0,0,0,0,0,47.46,0,0,0,47.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27880,B,B017400,2013
BOLNIŠNICA SEŽANA,STROKOVNI DIREKTOR/STROKOVNI VODJA,57213460507814834,12,6145.35,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27880,B,B017399,2013
BOLNIŠNICA TOPOLŠICA,DIREKTOR BOLNIŠNICE,17204664853890759849,12,31337.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27910,B,B017332,2013
BOLNIŠNICA TOPOLŠICA,POMOČNIK DIREKTORJA,2003691737581221028,12,29020.81,0,0,0,0,0,204.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27910,B,B017400,2013
BOLNIŠNICA TOPOLŠICA,POMOČNIK DIREKTORJA,6704557369123960495,12,25965.71,0,0,0,0,1336.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27910,B,B017400,2013
BOLNIŠNICA ZA GINEKOLOGIJO IN PORODNIŠTVO KRANJ,DIREKTOR BOLNIŠNICE,16308538629205121267,12,33790.87,0,0,0,0,2235.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27740,B,B017332,2013
BOLNIŠNICA ZA GINEKOLOGIJO IN PORODNIŠTVO KRANJ,POMOČNIK DIREKTORJA,15126358861199259169,12,26883.47,0,0,0,0,0,487.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27740,B,B017892,2013
BOLNIŠNICA ZA GINEKOLOGIJO IN PORODNIŠTVO KRANJ,POMOČNIK DIREKTORJA,16840351732155329449,12,24984.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27740,B,B017400,2013
BOLNIŠNICA ZA ŽENSKE BOLEZNI IN PORODNIŠTVO POSTOJNA,DIREKTOR BOLNIŠNICE,15948421014575076056,12,30695.71,0,4088.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27855,B,B017332,2013
BOLNIŠNICA ZA ŽENSKE BOLEZNI IN PORODNIŠTVO POSTOJNA,POMOČNIK DIREKTORJA,7538828929606059534,12,25999.11,0,3095.31,0,0,821.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27855,B,B017400,2013
BOLNIŠNICA ZA ŽENSKE BOLEZNI IN PORODNIŠTVO POSTOJNA,POMOČNIK DIREKTORJA,15697025490854304059,12,27832.61,0,3386.84,0,0,0,319.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27855,B,B017400,2013
CANKARJEVA KNJIŽNICA VRHNIKA,DIREKTOR KNJIŽNICE,10719246122129893196,6,10155.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37486,B,B017841,2013
"CANKARJEV DOM, KULTURNI IN KONGRESNI CENTER",DIREKTOR KULTURNEGA DOMA,18059005148120048293,12,40694.99,0,6913.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35777,B,B017367,2013
