naziv_pu,opis_delovnega_mesta_z370opis,sifra_zaposlenega_z360,mesecev,placa,polozajni_dodatek,delovna_uspesnost,dodatno_delo,dezurstvo,dodatek_mentorstvo_c030bruto,dodatek_mag_dr_c040bruto,dodatek_dvojezicnost_c050bruto,dodatek_dvojezicnost_c051bruto,dodatek_dvojezicnost_c052bruto,dodatek_ionizirajoce_sevanje_c060bruto,dodatek_citostatiki_c061bruto,dodatek_kuzni_odpadki_c062bruto,dodatek_nevarnost_c070bruto,dodatek_izmensko_delo_c080bruto,dodatek_deljeni_del_cas_c090bruto,dodatek_delo_ponoci_c100bruto,dodatek_delo_v_nedeljo_c110bruto,dodatek_dela_prost_dan_c111bruto,dodatek_dela_prost_dan_c112bruto,dodatek_delo_prek_polnega_casa_c120bruto,dodatek_stalna_pripravljenost_c130bruto,dodatek_pripravljenost_na_domu_c140bruto,dodatek_za_stalnost_c150bruto,dodatek_povecan_obseg_dela_c160bruto,dodatek_povecan_obseg_dela_c170bruto,dodatek_posebne_obremenitve_c180bruto,dodatek_neenakomerno_razporejen_delovni_cas_c190bruto,dodatek_neenakomerno_razporejen_delovni_cas_c191bruto,dodatek_specialna_enota_c200bruto,dodatek_specialna_enota_c201bruto,dodatek_za_potapljanje_c202bruto,dodatek_za_potapljanje_intervencija_c203bruto,dodatek_poucevanje_3_predmetov_c204bruto,dodatek_razrednistvo_c205bruto,dodatek_razrednistvo_c206bruto,dodatek_vrtci_c207bruto,dodatek_vrtci_c208bruto,dodatek_bolnisnicni_oddelek_c209bruto,dodatek_prilagojeni_program_c210bruto,dodatek_prilagojeni_program_c211bruto,dodatek_prilagojeni_program_c212bruto,dodatek_prilagojeni_program_c213bruto,dodatek_prilagojeni_program_c214bruto,dodatek_delo_z_osebami_z_motnjo_c215bruto,dodatek_delo_z_osebami_z_motnjo_c216bruto,dodatek_delo_z_osebami_z_motnjo_c217bruto,dodatek_delo_z_osebami_z_motnjo_c218bruto,dodatek_visina_2_4_m_c219bruto,dodatek_visina_4_20_m_c220bruto,dodatek_visina_nad_20_m_c221bruto,dodatek_globina_c222bruto,dodatek_tvegane_razmere_c223bruto,dodatek_helikopter_c224bruto,dodatek_delo_z_osebami_z_motnjo_nadzor_c225bruto,dodatek_ogled_kd_c300bruto,dodatek_omejitev_pravice_do_stavke_c320bruto,dodatek_za_dosegljivost_c321bruto,dodatek_premestljive_sile_c322bruto,dodatek_odzivne_sile_c323bruto,dodatek_usposabljanje_c324bruto,dodatek_mobilnost_c390bruto,dodatek_izgradnja_kariere_c400bruto,dodatek_poracun_c900bruto,sifra_pu,skupina_dm,sifra_delovnega_mesta_z370,leto_obdobja
EKONOMSKO-STORITVENI IZOBRAŽEVALNI CENTER KRANJ,DIREKTOR ŠOLSKEGA CENTRA,13658706071312188205,10,21847.34,0,1043.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,69841,B,B017310,2010
EKONOMSKO-STORITVENI IZOBRAŽEVALNI CENTER KRANJ,RAVNATELJ SREDNJE ŠOLE - ORGANIZACIJSKE ENOTE,1002763511084009770,10,18698.84,0,1373.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,69841,B,B017314,2010
EKONOMSKO-STORITVENI IZOBRAŽEVALNI CENTER KRANJ,RAVNATELJ SREDNJE ŠOLE - ORGANIZACIJSKE ENOTE,7766950890755806031,10,20490.6,0,4637.78,0,0,0,912.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,69841,B,B017314,2010
EKONOMSKO-STORITVENI IZOBRAŽEVALNI CENTER KRANJ,RAVNATELJ SREDNJE ŠOLE - ORGANIZACIJSKE ENOTE,17524286190529566522,10,19570.19,0,506.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,69841,B,B017314,2010
EKONOMSKO-STORITVENI IZOBRAŽEVALNI CENTER KRANJ,RAVNATELJ VIŠJE STROKOVNE ŠOLE - ORGANIZACIJSKE ENOTE,12716649263243968822,10,19214.78,0,4487.03,0,0,0,541.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,69841,B,B017307,2010
"EKO SKLAD, SLOVENSKI OKOLJSKI JAVNI SKLAD",DIREKTOR SKL,9867240044990085648,11,37841.65,0,7386.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46,96032,B,B017391,2010
ELEKTROTEHNIŠKO-RAČUNALNIŠKA STROKOVNA ŠOLA IN GIMNAZIJA LJUBLJANA,DIREKTOR/RAVNATELJ SREDNJE ŠOLE,15461668077669123773,12,27717.94,0,8276.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,69922,B,B017312,2010
ENERGETSKA AGENCIJA ZA PODRAVJE - ZAVOD ZA TRAJNOSTNO RABO ENERGIJE,"DIREKTOR JAVNEGA SKLADA, JAVNEGA ZAVODA, AGENCIJE",18018817475469694567,11,23399.13,0,4023.18,0,0,116.26,1087.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16551,B,B017880,2010
FAKULTETA ZA INFORMACIJSKE ŠTUDIJE V NOVEM MESTU,DEKAN / DIREKTOR SAMOSTOJNEGA VISOKOŠOLSKEGA ZAVODA,14537151329598290951,12,33320.07,3264.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,72931,B,B017305,2010
FESTIVAL LJUBLJANA,DIREKTOR JAVNEGA ZAVODA,17259141967748361783,11,27722.57,0,3852.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35785,B,B017390,2010
FESTIVAL VELENJE,DIREKTOR JAVNEGA ZAVODA,14122393468620212432,10,27431.9,0,0,0,0,205.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38512,B,B017390,2010
FILMSKI STUDIO VIBA FILM LJUBLJANA,DIREKTOR JAVNEGA ZAVODA,2730272033404544103,11,33663.54,0,1499.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35467,B,B017390,2010
FILMSKI STUDIO VIBA FILM LJUBLJANA,POMOČNIK DIREKTORJA,5319498394436812415,11,25890.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35467,B,B017400,2010
GALERIJA BOŽIDAR JAKAC KOSTANJEVICA NA KRKI,"DIREKTOR MUZEJA, GALERIJE",6115731472226310486,12,31829.4,0,3213.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,37648,B,B017835,2010
GALERIJA MURSKA SOBOTA,DIREKTOR GALERIJE,16910294486171199415,11,25966.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35858,B,B017364,2010
GALERIJA - MUZEJ LENDAVA GALÉRIA - MÚZEUM LENDVA,"DIREKTOR MUZEJA, GALERIJE",12220307033362768472,11,20073.08,0,0,0,0,0,0,802.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,37656,B,B017835,2010
GASILSKA BRIGADA LJUBLJANA,DIREKTOR JAVNEGA ZAVODA GASILSKO REŠEVALNE DEJAVNOSTI,2484861138947668980,12,36236.92,0,6071.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1654.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,19461,B,B017815,2010
GASILSKI ZAVOD TRBOVLJE,DIREKTOR JAVNEGA ZAVODA GASILSKO REŠEVALNE DEJAVNOSTI,17740417364066942182,11,20694.76,0,3955.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,19526,B,B017815,2010
GASILSKO REŠEVALNA SLUŽBA JESENICE,DIREKTOR JAVNEGA ZAVODA GASILSKO REŠEVALNE DEJAVNOSTI,17021202957061498096,11,23603.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3092.06,19534,B,B017815,2010
GASILSKO REŠEVALNA SLUŽBA KRANJ,DIREKTOR JAVNEGA ZAVODA GASILSKO REŠEVALNE DEJAVNOSTI,1376362424948250651,11,25564.96,0,0,0,0,0,639.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19445,B,B017815,2010
GASILSKO REŠEVALNI CENTER AJDOVŠČINA,DIREKTOR JAVNEGA ZAVODA GASILSKO REŠEVALNE DEJAVNOSTI,3401820448968517355,12,24616.04,0,1213.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,19410,B,B017815,2010
GASILSKO-REŠEVALNI CENTER NOVO MESTO,DIREKTOR JAVNEGA ZAVODA,8219865855838010079,6,13266.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19496,B,B017390,2010
GASILSKO-REŠEVALNI CENTER NOVO MESTO,DIREKTOR JAVNEGA ZAVODA GASILSKO REŠEVALNE DEJAVNOSTI,8219865855838010079,5,11543.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19496,B,B017815,2010
GENERALNI SEKRETARIAT VLADE REPUBLIKE SLOVENIJE,GENERALNI SEKRETAR VLADE,4014916399949570783,9,41346.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15113,A,A010220,2010
GENERALNI SEKRETARIAT VLADE REPUBLIKE SLOVENIJE,GENERALNI SEKRETAR VLADE,17306613733899321154,4,14975.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15113,A,A010220,2010
GENERALNI SEKRETARIAT VLADE REPUBLIKE SLOVENIJE,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,15307414858100513296,12,48498.52,0,5391.13,0,0,0,761.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15113,B,B017398,2010
GENERALNI SEKRETARIAT VLADE REPUBLIKE SLOVENIJE,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,17306613733899321154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15113,B,B017398,2010
GEODETSKI INŠTITUT SLOVENIJE,DIREKTOR JAVNEGA RAZISKOVALNEGA ZAVODA / JAVNEGA INFRASTRUKTURNEGA ZAVODA,10001010641803010344,12,37821.45,0,7900,4553.04,0,776.87,722.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34800,B,B017370,2010
GEOLOŠKI ZAVOD SLOVENIJE,DIREKTOR JAVNEGA RAZISKOVALNEGA ZAVODA / JAVNEGA INFRASTRUKTURNEGA ZAVODA,4830796060473677038,10,30196.26,0,0,0,0,1725.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34673,B,B017370,2010
GEOLOŠKI ZAVOD SLOVENIJE,POMOČNIK DIREKTORJA,9397406824026818960,11,28048.49,0,2000,0,0,0,727.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3004.29,34673,B,B017400,2010
"GIARDINO D INFANZIA DELFINO BLU, CAPODISTRIA VRTEC DELFINO BLU KOPER",RAVNATELJ VRTCA,2363293730293480127,12,25950.39,0,2441.05,0,0,0,0,1556.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,63592,B,B017805,2010
GIMNAZIJA BEŽIGRAD,DIREKTOR ŠOLSKEGA CENTRA,13583872946669921933,12,32404.02,0,3671.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,69469,B,B017310,2010
GIMNAZIJA BEŽIGRAD,RAVNATELJ SREDNJE ŠOLE - ORGANIZACIJSKE ENOTE,4633842523276237056,3,202.68,0,25.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.29,69469,B,B017314,2010
GIMNAZIJA BEŽIGRAD,RAVNATELJ SREDNJE ŠOLE - ORGANIZACIJSKE ENOTE,8821713719928563846,12,29736.13,0,7167.81,0,0,0,691.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,69469,B,B017314,2010
GIMNAZIJA BEŽIGRAD,RAVNATELJ SREDNJE ŠOLE - ORGANIZACIJSKE ENOTE,13592572586936695785,12,22596.64,0,4391.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,69469,B,B017314,2010
GIMNAZIJA BREŽICE,RAVNATELJ SREDNJE ŠOLE,6661479578535899570,0,0,0,1837.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69248,B,B017313,2010
GIMNAZIJA BREŽICE,RAVNATELJ SREDNJE ŠOLE,15177334142046240361,9,22099.24,0,2471.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69248,B,B017313,2010
GIMNAZIJA CELJE - CENTER,RAVNATELJ SREDNJE ŠOLE,1163427568922777571,12,28898.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,69272,B,B017313,2010
GIMNAZIJA CELJE - CENTER,RAVNATELJ SREDNJE ŠOLE,11481336359377338378,3,202.68,0,18.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.21,69272,B,B017313,2010
GIMNAZIJA FRANCA MIKLOŠIČA LJUTOMER,RAVNATELJ SREDNJE ŠOLE,8231909362222965145,12,27965.84,0,2735.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69477,B,B017313,2010
GIMNAZIJA GIAN RINALDO CARLI KOPER GINNASIO GIAN RINALDO CARLI CAPODISTRIA,RAVNATELJ SREDNJE ŠOLE,11700055595079692765,11,24046.02,0,3479.87,0,0,0,0,1442.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,69353,B,B017313,2010
GIMNAZIJA IN EKONOMSKA SREDNJA ŠOLA TRBOVLJE,RAVNATELJ SREDNJE ŠOLE,7963139116868023397,12,24765.03,0,2922.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,69620,B,B017313,2010
GIMNAZIJA IN SREDNJA KEMIJSKA ŠOLA RUŠE,DIREKTOR/RAVNATELJ SREDNJE ŠOLE,10854402655051824864,11,25561.26,0,2657.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69590,B,B017312,2010
GIMNAZIJA IN SREDNJA ŠOLA RUDOLFA MAISTRA KAMNIK,DIREKTOR ŠOLSKEGA CENTRA,1324066282387614308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69329,B,B017310,2010
GIMNAZIJA IN SREDNJA ŠOLA RUDOLFA MAISTRA KAMNIK,DIREKTOR ŠOLSKEGA CENTRA,10266444653507465944,4,11322.06,0,0,0,0,0,284.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69329,B,B017310,2010
GIMNAZIJA IN SREDNJA ŠOLA RUDOLFA MAISTRA KAMNIK,RAVNATELJ SREDNJE ŠOLE,7367705568307587115,11,22907.13,0,0,0,0,0,647.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,69329,B,B017313,2010
GIMNAZIJA JESENICE,RAVNATELJ SREDNJE ŠOLE,13271409840975146326,11,21907.64,0,5796.93,0,0,0,570.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,69310,B,B017313,2010
GIMNAZIJA JOŽETA PLEČNIKA LJUBLJANA,RAVNATELJ SREDNJE ŠOLE,6360227777865201211,12,30970.73,0,7076.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69396,B,B017313,2010
GIMNAZIJA JURIJA VEGE IDRIJA,RAVNATELJ SREDNJE ŠOLE,12736423057091081348,12,26977.6,0,8462.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,69299,B,B017313,2010
GIMNAZIJA KOČEVJE,RAVNATELJ SREDNJE ŠOLE,17754477514674387524,12,22972.87,0,3209.46,0,0,0,621.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729.01,69337,B,B017313,2010
GIMNAZIJA KOPER - GINNASIO CAPODISTRIA,RAVNATELJ SREDNJE ŠOLE - ORGANIZACIJSKE ENOTE,8025200360880492740,4,6766.9,0,0,0,0,0,55.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.18,69345,B,B017314,2010
GIMNAZIJA KOPER - GINNASIO CAPODISTRIA,RAVNATELJ SREDNJE ŠOLE - ORGANIZACIJSKE ENOTE,14637903651221898633,8,18682.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69345,B,B017314,2010
GIMNAZIJA KRANJ,RAVNATELJ SREDNJE ŠOLE,14225736665916898944,11,25706.82,0,5741.85,0,0,0,595.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,69361,B,B017313,2010
GIMNAZIJA LEDINA,RAVNATELJ SREDNJE ŠOLE,10510767970827194010,11,28143.21,0,7546.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,69400,B,B017313,2010
GIMNAZIJA LITIJA,DIREKTOR/RAVNATELJ SREDNJE ŠOLE,3177845096294012389,12,23020.98,0,1056.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,69388,B,B017312,2010
"GIMNAZIJA MOSTE, LJUBLJANA",RAVNATELJ SREDNJE ŠOLE,5436553988318072467,12,28663.13,0,1391.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69426,B,B017313,2010
GIMNAZIJA MURSKA SOBOTA,RAVNATELJ SREDNJE ŠOLE,14937404377405238733,11,31624.15,0,4606.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69523,B,B017313,2010
GIMNAZIJA NOVA GORICA,RAVNATELJ SREDNJE ŠOLE,7929804452491144533,12,25365.51,0,3117.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,69531,B,B017313,2010
