naziv_pu,opis_delovnega_mesta_z370opis,sifra_zaposlenega_z360,mesecev,placa,polozajni_dodatek,delovna_uspesnost,dodatno_delo,dezurstvo,dodatek_mentorstvo_c030bruto,dodatek_mag_dr_c040bruto,dodatek_dvojezicnost_c050bruto,dodatek_dvojezicnost_c051bruto,dodatek_dvojezicnost_c052bruto,dodatek_ionizirajoce_sevanje_c060bruto,dodatek_citostatiki_c061bruto,dodatek_kuzni_odpadki_c062bruto,dodatek_nevarnost_c070bruto,dodatek_izmensko_delo_c080bruto,dodatek_deljeni_del_cas_c090bruto,dodatek_delo_ponoci_c100bruto,dodatek_delo_v_nedeljo_c110bruto,dodatek_dela_prost_dan_c111bruto,dodatek_dela_prost_dan_c112bruto,dodatek_delo_prek_polnega_casa_c120bruto,dodatek_stalna_pripravljenost_c130bruto,dodatek_pripravljenost_na_domu_c140bruto,dodatek_za_stalnost_c150bruto,dodatek_povecan_obseg_dela_c160bruto,dodatek_povecan_obseg_dela_c170bruto,dodatek_posebne_obremenitve_c180bruto,dodatek_neenakomerno_razporejen_delovni_cas_c190bruto,dodatek_neenakomerno_razporejen_delovni_cas_c191bruto,dodatek_specialna_enota_c200bruto,dodatek_specialna_enota_c201bruto,dodatek_za_potapljanje_c202bruto,dodatek_za_potapljanje_intervencija_c203bruto,dodatek_poucevanje_3_predmetov_c204bruto,dodatek_razrednistvo_c205bruto,dodatek_razrednistvo_c206bruto,dodatek_vrtci_c207bruto,dodatek_vrtci_c208bruto,dodatek_bolnisnicni_oddelek_c209bruto,dodatek_prilagojeni_program_c210bruto,dodatek_prilagojeni_program_c211bruto,dodatek_prilagojeni_program_c212bruto,dodatek_prilagojeni_program_c213bruto,dodatek_prilagojeni_program_c214bruto,dodatek_delo_z_osebami_z_motnjo_c215bruto,dodatek_delo_z_osebami_z_motnjo_c216bruto,dodatek_delo_z_osebami_z_motnjo_c217bruto,dodatek_delo_z_osebami_z_motnjo_c218bruto,dodatek_visina_2_4_m_c219bruto,dodatek_visina_4_20_m_c220bruto,dodatek_visina_nad_20_m_c221bruto,dodatek_globina_c222bruto,dodatek_tvegane_razmere_c223bruto,dodatek_helikopter_c224bruto,dodatek_delo_z_osebami_z_motnjo_nadzor_c225bruto,dodatek_ogled_kd_c300bruto,dodatek_omejitev_pravice_do_stavke_c320bruto,dodatek_za_dosegljivost_c321bruto,dodatek_premestljive_sile_c322bruto,dodatek_odzivne_sile_c323bruto,dodatek_usposabljanje_c324bruto,dodatek_mobilnost_c390bruto,dodatek_izgradnja_kariere_c400bruto,dodatek_poracun_c900bruto,sifra_pu,skupina_dm,sifra_delovnega_mesta_z370,leto_obdobja
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,POMOČNIK DIREKTORJA,8142111341423675808,12,33826.45,0,0,0,0,0,700.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017400,2012
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,POMOČNIK DIREKTORJA,13510814686058558139,12,33180.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017400,2012
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,POMOČNIK DIREKTORJA,13706779622182372972,2,4005.18,0,0,0,0,0,130.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017400,2012
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,POMOČNIK DIREKTORJA,14534574985774181532,8,19005.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017400,2012
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,POMOČNIK DIREKTORJA,16902752181815083354,12,35489.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017400,2012
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,PREDSEDNIK UPRAVE,2931315332397062023,9,34901.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017393,2012
AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB REPUBLIKE SLOVENIJE,PREDSEDNIK UPRAVE,4031285322824421297,1,1696.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,B,B017393,2012
AGENCIJA ZA ZAVAROVALNI NADZOR,DIREKTOR AGENCIJE,9683532076673464228,12,42035.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16446,B,B017392,2012
AGENCIJA ZA ZAVAROVALNI NADZOR,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,5720881259388865295,4,13482.08,0,2855.77,0,0,0,256.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16446,B,B017398,2012
AGENCIJA ZA ZAVAROVALNI NADZOR,NAMESTNIK DIREKTORJA/ČLANA UPRAVE,18173317600156753353,12,38740.51,0,6953.17,0,0,0,711.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16446,B,B017398,2012
AGENCIJA ZA ZAVAROVALNI NADZOR,POMOČNIK DIREKTORJA,3252011198759789506,12,34114.86,0,846.26,0,0,0,704.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16446,B,B017400,2012
AKADEMSKA IN RAZISKOVALNA MREŽA SLOVENIJE,DIREKTOR JAVNEGA RAZISKOVALNEGA ZAVODA / JAVNEGA INFRASTRUKTURNEGA ZAVODA,12389349218614313103,12,36159.4,0,1894.88,0,0,0,780.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34541,B,B017370,2012
ANDRAGOŠKI CENTER REPUBLIKE SLOVENIJE V ANGLEŠKEM JEZIKU: SLOVENIAN INSTITUTE FOR ADULT EDUCATION,DIREKTOR JAVNEGA ZAVODA,16261539105771488144,12,34114.96,0,0,0,0,0,706.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63266,B,B017390,2012
ANDRAGOŠKI ZAVOD LJUDSKA UNIVERZA VELENJE,DIREKTOR JAVNEGA ZAVODA,8946612067478966178,11,30535.23,0,2461.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71854,B,B017390,2012
ANDRAGOŠKI ZAVOD MARIBOR-LJUDSKA UNIVERZA,DIREKTOR LJUDSKE UNIVERZE,13937018369604168669,12,32882.44,0,1844.22,201.73,0,119.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539.02,71676,B,B017803,2012
ANTON PODBEVŠEK TEATER,DIREKTOR / RAVNATELJ GLEDALIŠČA,18414028349573642670,12,27626.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6397.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38407,B,B017360,2012
ANTON PODBEVŠEK TEATER,DIREKTOR/RAVNATELJ GLEDALIŠČA,18414028349573642670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38407,B,B017825,2012
ARBORETUM VOLČJI POTOK,DIREKTOR JAVNEGA ZAVODA,10428318934839467254,12,33263.61,0,1893.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38016,B,B017390,2012
BELOKRANJSKI MUZEJ METLIKA,DIREKTOR MUZEJA,16886275576061400041,12,26843.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37800,B,B017362,2012
BIOTEHNIŠKA ŠOLA MARIBOR,RAVNATELJ SREDNJE ŠOLE,7291827870993706766,11,23284.31,0,1806.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70246,B,B017313,2012
